Subject,Chapter,Level,Category,Question,Options,Answer,Explanation
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,What can be known from the Purchase Journal? i. Total purchase amount; ii. Total accounts payable; iii. Total credit purchases.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",c,"The Purchase Journal specifically records credit purchases of goods, which directly shows the total credit purchases and the resulting accounts payable."
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,"If furniture is purchased for ""Resale,"" which account is debited?",a) Furniture b) Purchase c) Office Exp d) Receivable,b,"Items for resale are considered inventory/goods, so ""Purchase"" is debited."
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,"In a Three-Column Cash Book, which columns require balancing (calculating the 'c/d' or 'b/d' balance)? i. Discount column; ii. Bank column; iii. Cash column.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",c,Cash and Bank columns are balanced to find the remaining funds. Discount columns are simply totaled and transferred to the ledger; they are never balanced.
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,Bought 10k goods (10% trade disc). Paid half later with 2% cash disc. Discount amount recorded?,a) 90 b) 100 c) 180 d) 200,a,"Net: 9,000. Half: 4,500. Cash Discount = 4,500 x 2% = 90."
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,(Based on previous) What is the remaining liability (debt)?,"a) 4,500 b) 4,590 c) 5,000 d) 5,100",a,"The remaining half of the net trade price (9,000 / 2) is 4,500."
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,What is the last step of the Accounting Cycle?,a) Worksheet b) Adjusting Entry c) Reversing Entry d) Closing Entry,d,Closing entries are generally considered the final formal step.
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,When maintaining a Petty Cash Book under the Imprest System: i. Funds are used properly; ii. It is easier to control the cashier; iii. Preparing the Trial Balance becomes easier.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",a,"The Imprest system provides strict control over minor expenses and funds, though it doesn't directly simplify the overall Trial Balance."
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,Bought 50k goods (10% trade disc). Paid half later with 10% cash disc. Recorded discount?,"a) 2,500 b) 2,250 c) 4,500 d) 5,000",b,"Net: 45,000. Half: 22,500. Cash Discount = 22,500 x 10% = 2,250."
Accounting 1st,Chapter 2,Barisal Board 2023,Board,A Contra Entry occurs in the Cash Book when: i. Business cash is deposited into the bank; ii. A check is received and deposited immediately; iii. Bank withdrawal for office use.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",b,"Contra entries involve internal movement between Cash and Bank. Depositing a customer's check immediately is often recorded as a direct bank receipt, not a contra."
Accounting 1st,Chapter 2,Barisal Board 2023,Board,"Which book is known as the ""King of all Books""?",a) Journal b) Ledger c) Purchase Book d) Sales Book,b,The Ledger is the ultimate and permanent record for all accounts.
Accounting 1st,Chapter 2,Barisal Board 2023,Board,Which is the primary/original book of entry?,a) Trial Balance b) Ledger c) Journal d) Worksheet,c,Transactions are first recorded in the Journal.
Accounting 1st,Chapter 2,Barisal Board 2023,Board,A 25k check from sales is deposited and then dishonored. Which book records this?,a) Cash Book b) Purchase Book c) Sales Book d) Sales Ret Book,a,Dishonored checks are reversed in the Cash Book (Bank column).
Accounting 1st,Chapter 2,Barisal Board 2023,Board,"Following previous Q, which accounts are affected by the dishonored check? i. Accounts Receivable; ii. Sales; iii. Bank.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",b,"When a check is dishonored, the bank balance decreases (Credit Bank) and the debtor's liability is reinstated (Debit Accounts Receivable)."
Accounting 1st,Chapter 2,Dinajpur Board 2023,Board,"Receivable is 10,000. Terms are 2/10, net 30. If paid on time, discount amount?","a) 1,000 b) 600 c) 300 d) 200",d,"10,000 x 2% = 200."
Accounting 1st,Chapter 2,Dinajpur Board 2023,Board,List price 20k. Trade disc 10%. Cash disc 5%. What is the Receivable (Debtor) amount?,"a) 20,000 b) 19,000 c) 18,000 d) 17,100",c,"Receivables are recorded at the net trade price: 20,000 - 10% = 18,000."
Accounting 1st,Chapter 2,Dinajpur Board 2023,Board,"Purchased stationery for 2,300 including 15% VAT. Debit to Stationery account?","a) 1,955 b) 2,000 c) 2,300 d) 2,645",b,"Net Cost = 2,300 / 1.15 = 2,000. VAT is a separate account."
Accounting 1st,Chapter 2,Mymensingh Board 2023,Board,Correct Journal for Discount Allowed?,"a) Disc Exp Dr, Receivable Cr b) Disc Exp Dr, Cash Cr",a,Discount allowed is an expense (Dr) and reduces the amount from Debtors (Cr).
Accounting 1st,Chapter 2,Mymensingh Board 2023,Board,What is the source document for Sales Return Journal?,a) Debit Note b) Credit Note c) Debit Voucher d) Credit Voucher,b,The seller issues a Credit Note to confirm the return of goods.
Accounting 1st,Chapter 2,Mymensingh Board 2023,Board,"When VAT is collected during sales, what type of account is it?",a) Income b) Liability c) Asset d) Expense,b,"Collected VAT must be paid to the government, so it is a Liability."
Accounting 1st,Chapter 2,Mymensingh Board 2023,Board,"Bought 70k goods. Paid 5k cash, 15k check. Remaining paid at 5% discount. Cash paid?","a) 47,500 b) 52,500 c) 61,750 d) 66,500",a,"Balance: 50k. After 5% discount (2,500), payment is 47,500."
Accounting 1st,Chapter 2,Mymensingh Board 2023,Board,"Based on the previous data, what is the impact of the 2,500 received discount on the business? i. Income increases by 2,500; ii. Assets increase by 2,500; iii. Equity increases by 2,500.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",b,Discount Received is an income (increases profit/equity). It decreases the liability (Accounts Payable) rather than increasing assets.
Accounting 1st,Chapter 2,Jessore Board 2022,Board,Which of the following are Contra Entries? i) Customer depositing directly into bank; ii) Cash deposited into bank; iii) Bank withdrawal for business use.,"a) i & ii b) i & iii c) ii & iii d) i, ii & iii",c,"Contra entries involve internal movement between Cash and Bank accounts. Customer deposits (i) are direct bank receipts, not contra."
Accounting 1st,Chapter 2,Jessore Board 2022,Board,"Petty cash limit is 6,500. Spent 4,200 in June. How much check is received in July?","a) 2,300 b) 4,200 c) 6,500 d) 10,000",b,"Under the Imprest system, the exact amount spent (4,200) is replenished."
Accounting 1st,Chapter 2,Jessore Board 2022,Board,"Goods worth 40,000 were bought under terms 2/10, n/30. This means: i) 800 discount if paid in 10 days; ii) 4,000 discount if paid in 2 days; iii) Must pay within 30 days.","a) i & ii b) i & iii c) ii & iii d) i, ii & iii",b,"2/10 means 2% discount (40,000 * 2% = 800) within 10 days. n/30 means the final deadline is 30 days."
Accounting 1st,Chapter 2,Dhaka Board 2022,Board,What is the full form of 'b/d' in accounting?,a) Bring down b) Brought down c) Balance down d) Brought discount,b,Brought down' (b/d) indicates a balance carried over from a previous period.
Accounting 1st,Chapter 2,Dhaka Board 2022,Board,The Cash Book is considered: i. Journal; ii. Ledger; iii. Trial Balance.,"a) i & ii b) i & iii c) ii & iii d) i, ii & iii",a,The Cash Book acts as both a book of original entry (Journal) and a final account (Ledger) for cash transactions.
Accounting 1st,Chapter 2,Dhaka Board 2022,Board,"Which is considered the ""Final/Permanent"" step of account keeping?",a) Equation b) Journal c) Trial Balance d) Ledger,d,Ledgers are the permanent home of all financial classification.
Accounting 1st,Chapter 2,Dhaka Board 2022,Board,How many types of discounts are there usually?,a) 1 b) 2 c) 3 d) 4,b,Mainly two types: Trade Discount and Cash Discount.
Accounting 1st,Chapter 2,Dhaka Board 2022,Board,What is recorded in a Cash Book?,a) All cash payments b) All cash receipts c) Cash sales d) Cash receipts and payments,d,Both cash inflows and outflows are recorded in the Cash Book.
Accounting 1st,Chapter 2,Rajshahi Board 2022,Board,"Purchased goods for 69,000 including 15% VAT. Amount of VAT?","a) 6,900 b) 9,000 c) 10,350 d) 60,000",b,"VAT = 69,000 x (15/115) = 9,000."
Accounting 1st,Chapter 2,Rajshahi Board 2022,Board,"Started with Cash 1L, Furniture 50k, and 10% Bank Loan 25k. Opening Capital?","a) 1,00,000 b) 1,50,000 c) 1,75,000 d) 2,00,000",b,Capital = Assets (1L cash + 50k furniture) - Liabilities (0). Loan doesn't increase capital.
Accounting 1st,Chapter 2,Rajshahi Board 2022,Board,"(Based on previous) Cash purchase 30k, Sales 50k, Salary 10k. Closing Capital?","a) 1,20,000 b) 1,50,000 c) 1,60,000 d) 2,40,000",c,"1,50,000 - 30,000 + 50,000 - 10,000 = 1,60,000."
Accounting 1st,Chapter 2,Rajshahi Board 2022,Board,Which is recorded in the 'General' Journal (Pracrita Jabela)?,a) Purchase b) Opening entry c) Sales d) Cash Receipt,b,"Opening, closing, and adjusting entries go in the General Journal."
Accounting 1st,Chapter 2,Rajshahi Board 2022,Board,What is the second step of the Accounting Cycle?,a) Journal b) Ledger c) Trial Balance d) Identification,a,1. Identification -> 2. Journalizing -> 3. Posting to Ledger.
Accounting 1st,Chapter 2,Comilla Board 2022,Board,Transactions cannot happen without two parties' - which feature is this?,a) Giver-Taker b) Self-sufficiency c) Dual Entity,d,Dual Entity (Dwoito Sotta) refers to the two sides of every transaction.
Accounting 1st,Chapter 2,Comilla Board 2022,Board,Bought 10k goods at 5% trade discount. Amount recorded in Purchase A/C?,"a) 8,500 b) 9,000 c) 9,500 d) 10,000",c,"10,000 - (10,000 x 5%) = 9,500."
Accounting 1st,Chapter 2,Comilla Board 2022,Board,"(Based on previous) If 10% cash discount is applied to the payment, how much is paid?","a) 9,500 b) 9,250 c) 9,000 d) 8,550",d,"9,500 - (9,500 x 10%) = 8,550."
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,What type of transactions are recorded in a Purchase Journal?,a) Asset purchase b) Check purchase c) Cash purchase d) Credit purchase,d,Purchase Journal is strictly for goods purchased on credit.
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,Which relationship is correct?,a) Purchase discount & Payable b) Purchase discount & Receivable,a,Purchase discounts reduce the amount owed to creditors (Payables).
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,Transactions that affect Accounts Receivable: i) Credit Sales; ii) Sales Return; iii) Collection from A/R.,"a) i & ii b) ii & iii c) i & iii d) i, ii & iii",d,"All three change the balance of receivables: credit sales increase it, while returns and collections decrease it."
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,Cash on hand 200. Received 800 during the month. Imprest amount?,"a) 1,000 b) 800 c) 600 d) 200",a,"Opening cash + amount received from main cashier = Imprest limit (1,000)."
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,Sold 40k goods (5% disc). Received 10k cash and 20k check. Credit sale amount?,"a) 8,000 b) 10,000 c) 28,000 d) 30,000",a,"Net: 38k. Total received: 30k. Remaining credit: 8,000."
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,"Following previous Q, how does the 200 cash discount affect financial statements? i) Exp inc 1,200, Assets dec 200; ii) Assets dec 200, Exp inc 200; iii) Cash inc 7,800, Equity dec 200.","a) i & ii b) i & iii c) ii & iii d) i, ii & iii",c,"The 200 discount is an expense (reduces equity) and reduces the receivable asset. Cash received is 8,000 - 200 = 7,800."
Accounting 1st,Chapter 2,Chittagong Board 2022,Board,In which country did the Double Entry System originate?,a) Italy b) Greece c) England d) France,a,"Italy (specifically Venice), where Luca Pacioli lived."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,Which indicates a 'Credit Balance' for a personal account?,a) Asset b) Liability c) Income d) Expense,b,Personal accounts showing credit balances represent creditors (Liabilities).
Accounting 1st,Chapter 2,Barisal Board 2022,Board,Alternative names for the Journal: i) Subsidiary book; ii) Final book; iii) Primary book.,"a) i & ii b) i & iii c) ii & iii d) i, ii & iii",b,The Journal is a primary and subsidiary book. The Ledger is the final (paka) book.
Accounting 1st,Chapter 2,Barisal Board 2022,Board,"Principles of Double Entry System: i) Two parties (Giver & Receiver); ii) Receiver is Dr, Giver is Cr; iii) Total Dr equals total Cr.","a) i & ii b) i & iii c) ii & iii d) i, ii & iii",d,These are the fundamental rules of the double-entry accounting mechanism.
Accounting 1st,Chapter 2,Barisal Board 2022,Board,Bought 30k goods (10% trade disc). Paid half by check (5% cash disc). Purchase Dr?,"a) 25,650 b) 27,000 c) 28,500 d) 30,000",b,"30,000 - 10% = 27,000. (Cash discount doesn't change Purchase Dr)."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,(Based on previous) Bank account Credit amount?,"a) 30,000 b) 28,500 c) 27,000 d) 25,650",d,"Total 27,000 - 5% cash discount (1,350) = 25,650."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,As a result of credit sales: i) Income increases; ii) Fixed assets increase; iii) Accounts receivable increase.,"a) i & ii b) ii & iii c) i & iii d) i, ii & iii",c,Credit sales increase revenue (income) and create an asset called Accounts Receivable. Fixed assets are not affected.
Accounting 1st,Chapter 2,Barisal Board 2022,Board,What is the full form of 'C/D'?,a) Carried down b) Credit discount c) Carried discount,a,"C/D stands for 'Carried Down', used when closing ledger balances."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,Started with 1L cash and 50k goods. Opening Capital?,"a) 1,00,000 b) 1,50,000 c) 1,70,000 d) 1,85,000",b,"Total investment: 1,00,000 cash + 50,000 inventory = 1,50,000."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,"(Based on previous) Cash sales 20k, Salary 15k, Cash purchase 25k. Cash Ledger balance?","a) 1,20,000 b) 1,05,000 c) 95,000 d) 80,000",d,"(1L + 20k sales) - (15k salary + 25k purchase) = 80,000."
Accounting 1st,Chapter 2,Barisal Board 2022,Board,"A debtor directly deposited 25,000 into the bank. For this: i) Cash increases; ii) Bank increases; iii) Debtors decrease.",a) i b) ii c) iii d) ii & iii,d,A direct bank deposit increases the business's bank balance and reduces the amount the debtor owes (Accounts Receivable).
Accounting 1st,Chapter 2,Dinajpur Board 2022,Board,Which is an optional step in the accounting cycle?,a) Reversing entry b) Adjusted trial balance c) Special journal,a,Reversing and Opening entries are optional
Accounting 1st,Chapter 2,Dinajpur Board 2022,Board,"Paid 5,000 wages for machine installation. Debit which account?",a) Repair b) Wages c) Maintenance d) Machinery,d,Installation costs are capitalized into the Asset account (Machinery).
Accounting 1st,Chapter 2,Dinajpur Board 2022,Board,Which of the following is consistent with the principles of the Double Entry System? i) Transactions have one account; ii) Transactions have two parties; iii) Total Debit and Credit amounts must be equal.,"a) ii b) ii & iii c) i & iii d) i, ii & iii",b,"Double entry requires at least two accounts (dual aspect), and the total debit must always equal the total credit for every transaction."
