Subject,Chapter,Level,Category,Question,Options,Answer,Explanation,HTML_Code
Accounting 1st,Chapter 2,Rajshahi Board 2024,Board,"Asset partial view of Manisha Enterprise's Bank Account for the month of June 2022 is given below:
Date 2022 | Particulars | Journal Folio | Debit (TK) | Credit (TK) | Debit (TK) | Credit (TK)
June 01 | Balance | | | | | 4,000
June 09 | Sales | | 50,000 | | |
June 20 | Purchase | | | 30,000 | |
June 30 | Bank Charge | | | 1,000 | |
Q: What does the balance of the Bank Account on June 01, 2022, represent for the organization?","(a) Liability
(b) Income
(c) Asset
(d) Contra Asset",a,"Asset Credit balance in a Bank account (Ledger) means a Bank Overdraft, which is a Liability.","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Date 2022</th><th style=""text-align: left; padding: 5px;"">Particulars</th><th style=""text-align: left; padding: 5px;"">Journal Folio</th><th style=""text-align: left; padding: 5px;"">Debit (TK)</th><th style=""text-align: left; padding: 5px;"">Credit (TK)</th><th style=""text-align: left; padding: 5px;"">Debit (TK)</th><th style=""text-align: left; padding: 5px;"">Credit (TK)</th></tr><tr><td style=""text-align: left; padding: 5px;"">June 01</td><td style=""text-align: left; padding: 5px;"">Balance</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">4,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">June 09</td><td style=""text-align: left; padding: 5px;"">Sales</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">50,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr><tr><td style=""text-align: left; padding: 5px;"">June 20</td><td style=""text-align: left; padding: 5px;"">Purchase</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">30,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr><tr><td style=""text-align: left; padding: 5px;"">June 30</td><td style=""text-align: left; padding: 5px;"">Bank Charge</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">1,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr></table>"
Accounting 1st,Chapter 2,Rajshahi Board 2024,Board,"Asset partial view of Manisha Enterprise's Bank Account for the month of June 2022 is given below:
Date 2022 | Particulars | Journal Folio | Debit (TK) | Credit (TK) | Debit (TK) | Credit (TK)
June 01 | Balance | | | | | 4,000
June 09 | Sales | | 50,000 | | |
June 20 | Purchase | | | 30,000 | |
June 30 | Bank Charge | | | 1,000 | |
Q: What is the balance of the Bank Account on June 30, 2022?","a) 11,000 Credit b) 11,000 Debit c) 15,000 Debit d) 15,000 Credit",b,"Balance = 50,000 (Debit) - 39,000 (Total Credits) = 11,000 (Debit).","<table border=""1"" style=""border-collapse: collapse; width: 100%;""><tr style=""background-color: #f2f2f2;""><th style=""text-align: left; padding: 5px;"">Date 2022</th><th style=""text-align: left; padding: 5px;"">Particulars</th><th style=""text-align: left; padding: 5px;"">Journal Folio</th><th style=""text-align: left; padding: 5px;"">Debit (TK)</th><th style=""text-align: left; padding: 5px;"">Credit (TK)</th><th style=""text-align: left; padding: 5px;"">Debit (TK)</th><th style=""text-align: left; padding: 5px;"">Credit (TK)</th></tr><tr><td style=""text-align: left; padding: 5px;"">June 01</td><td style=""text-align: left; padding: 5px;"">Balance</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">4,000</td></tr><tr><td style=""text-align: left; padding: 5px;"">June 09</td><td style=""text-align: left; padding: 5px;"">Sales</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">50,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr><tr><td style=""text-align: left; padding: 5px;"">June 20</td><td style=""text-align: left; padding: 5px;"">Purchase</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">30,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr><tr><td style=""text-align: left; padding: 5px;"">June 30</td><td style=""text-align: left; padding: 5px;"">Bank Charge</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: right; padding: 5px;"">1,000</td><td style=""text-align: left; padding: 5px;""></td><td style=""text-align: left; padding: 5px;""></td></tr></table>"
Accounting 1st,Chapter 2,Jessore Board 2023,Board,Owner pays employee salaries using personal funds. Correct Journal?,"a) Salary Debit, Cash Credit
b) Salary Debit, Capital Credit
c) Salary Debit, Drawings Credit
d) Cash Debit, Salary Credit",b,Business expense increases (Salary Debit) and owner's investment increases (Capital Credit).,
Accounting 1st,Chapter 2,Jessore Board 2023,Board,"What can be known by preparing Cash Receipt and Cash Payment Journals?

i. Total cash receipts

ii. Total cash payments

iii. Total bank overdraft","a) i & ii

b) i & iii

c) ii & iii

d) i, ii & iii",a,"Cash Receipt and Cash Payment journals track all inflows and outflows of cash/bank. Bank overdraft (iii) is a balance typically determined in the Ledger or Bank Reconciliation, not directly as a total from these journals.",
Accounting 1st,Chapter 2,Jessore Board 2023,Board,"Balancing on Jan 1: Cash 1.05L, Bank 1.1L, Furniture 1.15L, Inventory 1.2L, Payable 33k, Due Salary 18k. Total Assets?","a) 3,99,000 b) 4,32,000 c) 4,17,000 d) 4,50,000",d,"Total Assets = Cash + Bank + Furniture + Inventory = 1,05,000 + 1,10,000 + 1,15,000 + 1,20,000 = 4,50,000.",
Accounting 1st,Chapter 2,Jessore Board 2023,Board,(Based on previous) What is the Opening Capital?,"a) 51,000 b) 2,15,000 c) 3,99,000 d) 4,50,000",c,"Capital = Total Assets - Total Liabilities = 4,50,000 - (33,000 + 18,000) = 3,99,000.",
Accounting 1st,Chapter 2,Dhaka Board 2023,Board,"If land is purchased for the purpose of ""Resale,"" which account is debited?",a) Land Asset/C b) Development Asset/C c) Purchase Asset/C d) Office Equipment,c,"When land is bought to be sold as a business product, it is treated as ""Purchase.""",
Accounting 1st,Chapter 2,Dhaka Board 2023,Board,"Which of these is known as the ""Permanent Book"" of account?",a) Trial Balance b) Income Statement c) Journal d) Ledger,d,The Ledger is the final and permanent book where all accounts are stored.,
Accounting 1st,Chapter 2,Dhaka Board 2023,Board,Which are the optional steps in the Accounting Cycle? i. Adjusting Entries; ii. Worksheet; iii. Reversing Entries.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",c,Worksheets and Reversing Entries are optional. Adjusting entries are a mandatory part of the cycle to ensure the accuracy of financial statements.,
Accounting 1st,Chapter 2,Dhaka Board 2023,Board,"Sold 80k goods (terms 2/10, n/30). 10k returned. If paid in 10 days, how much is the discount?","a) 200 b) 1,400 c) 1,600 d) 1,800",b,"Discount = (Net amount) 70,000 x 2% = 1,400.",
Accounting 1st,Chapter 2,Dhaka Board 2023,Board,"(Based on previous) If paid after 10 days, how much must be paid?","a) 68,600 b) 70,000 c) 78,400 d) 88,200",b,"After 10 days, the 2% discount is lost. The full net amount of 70,000 is due.",
Accounting 1st,Chapter 2,Rajshahi Board 2023,Board,Commission is earned but not yet received. Correct Journal?,"a) Cash Debit, Commission Credit
b) Accrued Commission Debit, Commission Income Credit
c) Commission Income Debit, Accrued Commission Credit
d) Cash Debit, Accrued Commission Credit",b,Earned but unpaid income is an Asset (Accrued/Receivable Commission).,
Accounting 1st,Chapter 2,Rajshahi Board 2023,Board,"Depending on the organization, the Cash Book is called: i. Book of receipts and expenses; ii. Book of receipts and payments; iii. Both Journal and Ledger.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",d,The Cash Book serves as a book of original entry (Journal) and a final account (Ledger) for cash/bank transactions.,
Accounting 1st,Chapter 2,Rajshahi Board 2023,Board,Which task is performed in the Ledger?,a) Classification b) Summarization c) Identification d) Recording,a,"Ledger-posting is the process of ""Classifying"" transactions into separate accounts.",
Accounting 1st,Chapter 2,Rajshahi Board 2023,Board,Bought 8k goods (10% trade disc). Paid half later with 2% cash disc. Recorded Cash Discount?,a) 72 b) 80 c) 144 d) 160,a,"Net price: 7,200. Half: 3,600. Cash Disc = 3,600 x 2% = 72.",
Accounting 1st,Chapter 2,Rajshahi Board 2023,Board,(Based on previous) What is the remaining liability after the half payment?,"a) 3,600 b) 4,000 c) 7,200 d) 7,600",a,"The remaining half of the net trade price (7,200 / 2) is 3,600.",
Accounting 1st,Chapter 2,Comilla Board 2023,Board,"In which cash book is ""Cash Discount"" (Allowed/Received) recorded?",a) Single Column b) Double Column c) Triple Column d) Multi-column,c,Asset Triple-Column Cash Book has a dedicated column for Discount.,
Accounting 1st,Chapter 2,Comilla Board 2023,Board,In which year was the Double Entry System founded?,a) 1400 b) 1494 c) 1594 d) 1490,b,Luca Pacioli published the system in 1494.,
Accounting 1st,Chapter 2,Comilla Board 2023,Board,"How many columns are there in a ""T-Account"" Ledger format?",a) 5 b) 7 c) 8 d) 10,c,"Asset T-Account has 8 columns (4 on the Debit side, 4 on the Credit side).",
Accounting 1st,Chapter 2,Comilla Board 2023,Board,"From which language did the words ""Debit"" and ""Credit"" originate?",a) English b) Latin c) Italian d) French,b,They come from the Latin words 'Debere' and 'Credere'.,
Accounting 1st,Chapter 2,Comilla Board 2023,Board,Correct Journal for paying Income Tax (for a sole proprietorship)?,"a) Drawings Debit, Cash Credit
b) Income Tax Debit, Capital Credit
c) Cash Debit, Income Tax Credit
d) Income Tax Debit, Cash Credit",a,"In sole proprietorships, the owner's income tax is a personal expense (Drawings).",
Accounting 1st,Chapter 2,Comilla Board 2023,Board,What type of book is a Petty Cash Book?,a) Single Column b) Double Column c) Multi-Column d) Triple Column,c,Petty Cash books are usually multi-column to track various small expenses.,
Accounting 1st,Chapter 2,Comilla Board 2023,Board,Which of these is NOT a step of the Accounting Cycle?,a) Verification b) Classification c) Journalizing d) Analysis,a,"Verification is a general process but not a formal ""step"" like the others.",
Accounting 1st,Chapter 2,Comilla Board 2023,Board,Invested 60k. Bought 10k goods (cash). Sold 20k goods (cash). Ending Cash balance?,"a) 70,000 b) 60,000 c) 69,000 d) 71,000",a,"Cash = 60,000 (Capital) - 10,000 (Purchase) + 20,000 (Sales) = 70,000.",
Accounting 1st,Chapter 2,Comilla Board 2023,Board,Invested 60k. 10k goods bought. 20k goods sold. 1k goods returned. Journal for the return?,"a) Sales Return Debit, Cash Credit
b) Sales Return Debit, Receivable Credit
c) Purchase Return Debit, Cash Credit
d) Purchase Return Debit, Payable Credit",b,Sales returns reduce the amount owed by the customer (Receivable/Debtor).,
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,Which of these is NOT a mandatory step of the Accounting Cycle?,a) Journal b) Ledger c) Worksheet d) Financial Statement,c,The Worksheet is an optional tool used for convenience.,
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,Which step of the accounting cycle is optional?,a) Journal b) Ledger c) Trial Balance d) Worksheet,d,Asset Worksheet is helpful but not a required accounting step.,
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,What can be known from the Purchase Journal? i. Total purchase amount; ii. Total accounts payable; iii. Total credit purchases.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",c,"The Purchase Journal specifically records credit purchases of goods, which directly shows the total credit purchases and the resulting accounts payable.",
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,"If furniture is purchased for ""Resale,"" which account is debited?",a) Furniture b) Purchase c) Office Expense d) Receivable,b,"Items for resale are considered inventory/goods, so ""Purchase"" is debited.",
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,"In a Three-Column Cash Book, which columns require balancing (calculating the 'carried down' or 'brought down' balance)? i. Discount column; ii. Bank column; iii. Cash column.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",c,Cash and Bank columns are balanced to find the remaining funds. Discount columns are simply totaled and transferred to the ledger; they are never balanced.,
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,Bought 10k goods (10% trade disc). Paid half later with 2% cash disc. Discount amount recorded?,a) 90 b) 100 c) 180 d) 200,a,"Net: 9,000. Half: 4,500. Cash Discount = 4,500 x 2% = 90.",
Accounting 1st,Chapter 2,Chittagong Board 2023,Board,(Based on previous) What is the remaining liability (debt)?,"a) 4,500 b) 4,590 c) 5,000 d) 5,100",a,"The remaining half of the net trade price (9,000 / 2) is 4,500.",
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,What is the last step of the Accounting Cycle?,a) Worksheet b) Adjusting Entry c) Reversing Entry d) Closing Entry,d,Closing entries are generally considered the final formal step.,
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,When maintaining a Petty Cash Book under the Imprest System: i. Funds are used properly; ii. It is easier to control the cashier; iii. Preparing the Trial Balance becomes easier.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",a,"The Imprest system provides strict control over minor expenses and funds, though it doesn't directly simplify the overall Trial Balance.",
Accounting 1st,Chapter 2,Sylhet Board 2023,Board,Bought 50k goods (10% trade disc). Paid half later with 10% cash disc. Recorded discount?,"a) 2,500 b) 2,250 c) 4,500 d) 5,000",b,"Net: 45,000. Half: 22,500. Cash Discount = 22,500 x 10% = 2,250.",
Accounting 1st,Chapter 2,Barisal Board 2023,Board,Asset Contra Entry occurs in the Cash Book when: i. Business cash is deposited into the bank; ii. Asset check is received and deposited immediately; iii. Bank withdrawal for office use.,"a) i and ii b) i and iii c) ii and iii d) i, ii and iii",b,"Contra entries involve internal movement between Cash and Bank. Depositing a customer's check immediately is often recorded as a direct bank receipt, not a contra.",
Accounting 1st,Chapter 2,Barisal Board 2023,Board,"Which book is known as the ""King of all Books""?",a) Journal b) Ledger c) Purchase Book d) Sales Book,b,The Ledger is the ultimate and permanent record for all accounts.,
Accounting 1st,Chapter 2,Barisal Board 2023,Board,Which is the primary/original book of entry?,a) Trial Balance b) Ledger c) Journal d) Worksheet,c,Transactions are first recorded in the Journal.,
Accounting 1st,Chapter 2,Barisal Board 2023,Board,Asset 25k check from sales is deposited and then dishonored. Which book records this?,a) Cash Book b) Purchase Book c) Sales Book d) Sales Return Book,a,Dishonored checks are reversed in the Cash Book (Bank column).,
Accounting 1st,Chapter 2,Barisal Board 2023,Board,"Following previous Q, which accounts are affected by the dishonored check? i. Accounts Receivable; ii. Sales; iii. Bank.","a) i and ii b) i and iii c) ii and iii d) i, ii and iii",b,"When a check is dishonored, the bank balance decreases (Credit Bank) and the debtor's liability is reinstated (Debit Accounts Receivable).",
