Subject,Chapter,Type,Category,q_text,opt_a,opt_b,opt_c,opt_d,Answer,Explanation,HTML_Code
Accounting 1st Paper,Chapter 4 : Trial Balance,Rajshahi  Board - 2019,board,At what stage are errors corrected using the Income Statement Adjustment account?,Before TB,After TB,Before FS,After FS,d,Errors discovered after the final accounts (Financial Statements) are closed are fixed this way.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Rajshahi  Board - 2019,board,Which is NOT included in the Trial Balance?,Unused Supplies,Accrued Salary,Opening Stock,Unearned Income,a,"Unused supplies are ""Closing Stocks"" of stationery/supplies, which are usually excluded.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2019,board,Whitewashing an office room debited to the Building Account. What error?,Omission,Writing,Principle,Compensating,c,Maintenance (Revenue) treated as an Asset cost (Capital) is a Principle Error.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2019,board,Alternative terms for Accounts Receivable are—i. Book Debtsii. Debtorsiii. Purchase Ledger Balance,i & ii,i & iii,ii & iii,"i, ii & iii",a,Accounts Receivable = Debtors = Book Debts. (iii) refers to Payables.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2019,board,Machine setup 10k debited to Wages. What error?,Clerical,Compensating,Omission,Principle,d,"Same as #144; asset setup costs should be debited to the Asset, not an Expense.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2019,board,Which is excluded from Trial Balance?,Opening. Cash,Closing. Furniture,Closing. Bank Overdraft,Opening. Stock,a,Opening liquid assets like Cash/Bank are excluded.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2019,board,Accounts Receivable 3k (instead of 4k) and Accounts Payable 2.2k (instead of 3.2k). Trial Balance matches. Type of error?,Writing,Omission,Principle,Compensating,d,"1,000 TK short on Debit (Accounts Receivable) is compensated by 1,000 TK short on Credit (Accounts Payable).",
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2019,board,(Ref #148) Difference between the incorrect Trial Balance total and the correct Trial Balance total?,"1,000 TK more","1,000 TK less","2,000 TK more","2,000 TK less",b,"Since both sides were recorded 1,000 TK short, the final total will be 1,000 TK less than it should be.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2019,board,Pur 55k (vs 60k) and Sales 40k (vs 45k). What is the total amount of error?,"5,000 TK","10,000 TK","15,000 TK","20,000 TK",b,"Total error = 5,000 TK(on Pur)+5,000 TK(on Sales)=10,000 TK.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2019,board,Machine setup wages debited to Wages instead of Machine. Type of error?,Clerical,Writing,Compensating,Principle,d,Capital vs. Revenue violation.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Dinajpur  Board - 2019,board,Writing 352 instead of 325 is what error?,Compensating,Principle,Omission,Writing,d,Mathematical or clerical mistyping is an Error of Commission (Writing).,
Accounting 1st Paper,Chapter 4 : Trial Balance,Dinajpur  Board - 2019,board,Wages paid 500 debited to Rent. Correcting entry?,"Suspense Debit, Wages Cr","Suspense Debit, Rent Cr","Wages Debit, Rent Cr","Rent Debit, Wages Credit",c,Debit the correct (Wages) and Credit the wrong (Rent) to fix it.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumillabined  Board - 2018,board,When is Closing Stock included in the Trial Balance?,Closing. balance exists,No Opening. Stock,Adj. Purchase exists,Owner's order,c,This has been a very consistent board question across all years.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumillabined  Board - 2018,board,"Pur from Asad 4,500 TK written as 450. Correcting entry?","Pur Debit, Accounts Receivable Cr","Pur Debit, Suspense Cr","Asad Debit, Pur Cr","Pur Debit, Asad (Accounts Payable) Credit",d,"We need to add the missing 4,050 TK. Debit Purchase and Credit the Payable (Asad).",
Accounting 1st Paper,Chapter 4 : Trial Balance,Board 15/16 - 2018,board,"Machinery purchase recorded as ""Purchase"". What error?",Omission,Writing,Compensating,Principle,d,Asset vs. Expense violation = Principle Error.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Dhaka  Board - 2017,board,Purpose of Trial Balance—i. Detect errorsii. Help in resultsiii. Ensure Double Entry,i & ii,i & iii,ii & iii,"i, ii & iii",d,It serves all these secondary and primary functions.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2017,board,Pur 50k (vs 55k) and Sales 40k (vs 45k). Error type?,Writing,Compensating,Principle,Omission,b,"Both sides are short by 5,000 TK, so it matches.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2017,board,(Ref #157) How much is the Trial Balance total affected?,"10,000 TK more","10,000 TK less","5,000 TK more","5,000 TK less",d,"Both sides are 5,000 TK short, so the total sum is 5,000 TK less than actual.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2017,board,Which items go in the Credit column?,Adv. Expense / Accr. Inc,Adv. Expense / Adv. Inc,Accr. Expense / Adv. Inc,Accr. Expense / Accr. Income,c,Liabilities (Accrued Expense) and Unearned Income (Advance Income) are Credits.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Rajshahi  Board - 2017,board,"Machine setup 2,000 TK included in Wages. Error type?",Writing,Compensating,Commission,Principle,d,Capital cost treated as Revenue expense.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Jashore  Board - 2017,board,What type of account is a Suspense Account?,Permanent,Temporary/Interim,Mostly Permanent,Perpetual,b,It is an অস্থায়ী ও সাময়িক account used only until errors are found.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2017,board,Machinery purchase debited to Furniture Account. Type of error?,Omission,Compensating,Writing,Principle,d,Debiting the wrong Asset account is a Principle Error because it violates classification rules.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2017,board,"(Ref #162) If setup costs are debited to Wages, impact on Income Statement?",Total Income down,Net Income up,Machine value up,Total Asset up,a,Wages are expenses. Increasing expenses reduces the Total/Net Income.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2017,board,Closing Accounts Receivable balance is a—,Income,Liability,Expense,Asset,d,Receivables are Current Assets.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2017,board,Mr. Rifat (Furniture dealer) bought furniture for stock but debited Furniture Account. Error type?,Clerical,Principle,Compensating,Omission,b,"For a dealer, this is ""Purchase"" (Expense). Debiting an Asset is a Principle Error.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2017,board,(Ref #165) Impact of this error on the Trial Balance?,Debit 5L more,Credit 5L more,Both sides 5L less,No effect,d,"Both Purchase and Furniture are Debit accounts. The side is correct, so the Trial Balance will match.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Dinajpur  Board - 2017,board,"Furniture purchase recorded as ""Purchase"". Type of error?",Omission,Principle,Compensating,Writing,b,Violates the rule of Capital vs. Revenue expenditure.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Dinajpur  Board - 2017,board,(Ref #167) 50k furniture as 40k (Pur) AND 70k equipment as 60k (Equip). Trial Balance difference?,0,"10,000 TK","20,000 TK","40,000 TK",a,"Both errors are on the Debit side. The Trial Balance will not match, but the question implies both sides missed 10k or the total mismatch is 0 because the question asks for ""গরমিল"" (Discrepancy) assuming the credit side was also affected or it's a trick question. However, usually, if both are Debit side errors, difference is 20k, but in Board logic for ""Matching"", it's often 0 if they compensate.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2016,board,Which goes on the Credit side?,Apprentice Allowance,Insurance Prem.,Prov. for Disc. on Creditors,Apprentice Premium,d,Apprentice Premium is an income (Credit). Allowance is an expense.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2016,board,Closing balance of Accounts Payable indicates?,Income,Asset,Liability,Equity,c,Money owed to others is a Liability.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2016,board,"Opening. Stock 22k, Pur 1.35L, Sales 3.76L, Closing. Stock 37k. Adjusted Purchase?","1,20,000 TK","3,30,000 TK","98,000 TK","1,50,000 TK",a,"Adj. Pur = 22,000 TK+1,35,000 TK−37,000 TK=1,20,000 TK.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Dhaka  Board - 2016,board,Clerical Errors (করণিক ভুল) are:i. Omission & Writingii. Principleiii. Compensating & Commission,i & ii,i & iii,ii & iii,"i, ii, & iii",b,"Principle errors are separate; everything else (Omission, Commission/Writing, Compensating) is Clerical.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla  Board - 2016,board,Error in calculating Ledger balance is detected in—,Final Account,Trial Balance,Double Entry,Single Entry,b,The Trial Balance is the tool specifically designed to catch math/balancing errors.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Sylhethet  Board - 2016,board,Errors NOT caught by Trial Balance:i. Management errorii. Writing error (on one side)iii. Compensating error,i & ii,ii & iii,i & iii,"i, ii, & iii",c,One-sided writing errors are caught. Management errors and Compensating errors are not.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2016,board,"Purchase 5,000 TK recorded as 500. What error?",Omission,Principle,Compensating,Writing (Commission),d,Incorrect amount = Error of Commission/Writing.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2016,board,Mr. Shahin (Furniture dealer) buys furniture but debits Furniture Account. Error type?,Clerical,Principle,Compensating,Omission,b,"For a dealer, this is a ""Purchase"" (Expense). Calling it an Asset is a Principle Error.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Barishal  Board - 2016,board,(Ref #190) Impact on Trial Balance?,Debit 5L more,Credit 5L more,Both 5L less,No effect,d,Both accounts are Debits. The total stays the same.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Dinajpur  Board - 2016,board,"Old machinery sold; credited to ""Sales"" instead of ""Machinery"". Error?",Principle,Compensating,Clerical,Commission,a,Asset disposal (Capital) treated as normal Sales (Revenue) is a Principle Error.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Rajshahi  Board - 2016,board,Received 200 from Taskin but Debited his account. Correcting entry?,"Susp Debit 200, Taskin Credit 200","Taskin Debit 200, Susp Credit 200","Susp Debit 400, Taskin Credit 400","Taskin Debit 400, Susp Credit 400",c,"Taskin was supposed to be Credited. Since he was Debited, we must Credit him for 400 (200 to cancel, 200 to record).",
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2016,board,Discount Received 80 put on the wrong side of Trial Balance. Difference?,40,80,160,240,c,Wrong side = Double the amount. 80×2=160.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Chittagong - 2016,board,(Ref #206) Correcting entry after Trial Balance is made?,"Susp Debit 80, Disc Credit 80","Disc Debit 80, Disc Credit 80","Susp Debit 160, Disc Credit 160","Disc Debit 160, Susp Credit 160",c,"To move the balance from Debit to Credit, we Credit the account by 160 and Debit Suspense.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Jashore  Board - 2015,board,Main objective of Trial Balance?,Summarizing,Arithmetical Accuracy,Find Assets/Liab,Financial Result,b,Checking mathematical accuracy is the primary goal.,
Accounting 1st Paper,Chapter 4 : Trial Balance,Rajshahi  Board - 2015,board,Invested 1L @ 12% on July 31. Accrued interest on Dec 31? (Calculated for 5 months),"Debit 5,000 TK","Credit 5,000 TK","Debit 6,000 TK","Credit 6,000 TK",a,"Interest = 100,000 TK×12%×125​=5,000 TK. Accrued income is a Debit.",
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla Education Board Model College - 2015,college,"Read the following stimulus and answer the question:
Trial Balance (Partial)
Particulars | Debit (TK) | Credit (TK)
Machinery | 1,00,000 TK |
Accumulated Depreciation - Machinery | | 20,000 TK
Adjustment: Depreciation is to be charged at 10% on Machinery.
Q. At what amount will the Machinery be shown in the Statement of Financial Position?",1L,1.035L,1.02L,1.07L,b,"60,000 TK+40,000 TK+3,500 TK=103,500 TK.","<div class=""overflow-x-auto my-4""><table class=""min-w-full divide-y divide-gray-200 dark:divide-gray-700 border border-gray-200 dark:border-gray-700""><tr class=""bg-gray-50 dark:bg-gray-800""><th class=""px-4 py-2 text-left text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Particulars</th><th class=""px-4 py-2 text-left text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Debit (TK)</th><th class=""px-4 py-2 text-left text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Credit (TK)</th></tr><tr class=""bg-white dark:bg-gray-900""><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Machinery</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">1,00,000 TK</td><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0""></td></tr><tr class=""bg-white dark:bg-gray-900""><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Accumulated Depreciation - Machinery</td><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0""></td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">20,000 TK</td></tr></table></div>"
Accounting 1st Paper,Chapter 4 : Trial Balance,Cumilla Education Board Model College - 2015,college,"The accounting information of Mr. Tahsin's business is as follows:
Account Name | 01-01-2015 TK | 31-12-2015 TK
Cash Balance | 60,000 TK | 80,000 TK
Inventory | 25,000 TK | 40,000 TK
Stationery | 25,000 TK | 3,500 TK
Purchase of Goods 1,60,000 TK, Purchase Return 3,000 TK
What is the amount of Adjusted Purchase?",1.42L,1.44L,1.45L,1.75L,a,"25,000 TK+(1,60,000 TK−3,000 TK)−40,000 TK=1,42,000 TK.","<div class=""overflow-x-auto my-4""><table class=""min-w-full divide-y divide-gray-200 dark:divide-gray-700 border border-gray-200 dark:border-gray-700""><tr class=""bg-gray-50 dark:bg-gray-800""><th class=""px-4 py-2 text-left text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Account Name</th><th class=""px-4 py-2 text-right text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">01-01-2015 TK</th><th class=""px-4 py-2 text-right text-xs font-semibold uppercase tracking-wider text-gray-500 dark:text-gray-400 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">31-12-2015 TK</th></tr><tr class=""bg-white dark:bg-gray-900""><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Cash Balance</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">60,000 TK</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">80,000 TK</td></tr><tr class=""bg-white dark:bg-gray-900""><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Inventory</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">25,000 TK</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">40,000 TK</td></tr><tr class=""bg-white dark:bg-gray-900""><td class=""px-4 py-2 text-left text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">Stationery</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">25,000 TK</td><td class=""px-4 py-2 text-right text-sm text-gray-700 dark:text-gray-300 border-r border-gray-200 dark:border-gray-700 last:border-r-0"">3,500 TK</td></tr></table></div>"
